,ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
39433,0x62bc,20.0,4.7,Stormy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,3.105369976638969
39434,0xdd0f,23.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,16,1.5439623816123476
39435,0x62a5,29.0,4.8,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,1.5527001556731477
39436,0x7e0,27.0,4.8,Sandstorms,High,0,Meal,motorcycle,0.0,No,Metropolitian,16,5.957766072652879
39437,0x427e,31.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,23,10.866215152778492
39438,0xd72,,,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,29,19.974568469354658
39439,0x68e3,26.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,21,13.972123977235706
39440,0xa1b5,20.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,13.582583564953019
39441,0x75af,27.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,7.7626338661583745
39442,0x30f6,27.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,Yes,Metropolitian,41,19.975152579497415
39443,0x8346,33.0,3.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,35,17.138041435490585
39444,0x87cb,25.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,16,7.56236421354915
39445,0x6ba5,20.0,4.9,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Urban,13,13.990151177314669
39446,0x94b1,27.0,4.3,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,40,16.819856608078997
39447,0x489,,,,,2,Snack,electric_scooter,0.0,No,Metropolitian,21,17337.66825614477
39448,0x1a13,28.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,19,1.5322015916679785
39449,0xa178,26.0,4.6,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,7.601308046038669
39450,0x1ec1,,,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,12.419848147675573
39451,0xb6a6,30.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,29,10.756415548602094
39452,0x29c4,21.0,4.7,Windy,Low,2,Drinks,motorcycle,0.0,No,Urban,11,12.236561539327266
39453,0xa31d,35.0,4.8,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,48,12.435538174605655
39454,0xd2eb,34.0,4.9,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,18,19.340983552938223
39455,0x3851,39.0,4.2,Cloudy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,2.9795028513237054
39456,0xae1d,29.0,4.8,Windy,Medium,1,Buffet,scooter,1.0,No,Urban,28,9.19337303925858
39457,0x316d,27.0,5.0,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,10,13.612154686751882
39458,0x7e5,35.0,4.7,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,15,16.824331819033862
39459,0x4fe9,39.0,4.3,Fog,Jam,1,Buffet,scooter,1.0,Yes,Urban,42,10.86546460358291
39460,0xd8a4,20.0,4.0,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,32,10.280572823299664
39461,0x616b,24.0,4.5,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,13.681601719307125
39462,0x134f,38.0,4.5,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,9.193093962383628
39463,0xa19,31.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,,24,4.663419307003287
39464,0x6b8b,20.0,4.7,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Urban,11,16.90260949286334
39465,0x9038,36.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,12.41848032806189
39466,0x3cb5,37.0,4.6,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,23,12.58026782216666
39467,0xa40a,24.0,4.2,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,31,19.974163074786386
39468,0xb396,26.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,4.657159781886475
39469,0x46ef,25.0,4.6,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,3.1450674354101187
39470,0xc193,31.0,4.9,Fog,Medium,2,Snack,electric_scooter,0.0,No,Urban,17,4.717601091654031
39471,0x8f7,,,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,3.1044353979039836
39472,0x5fa3,25.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,3.1450674354101187
39473,0xd956,39.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,28,11.007734763545226
39474,0xdc43,25.0,4.4,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,12.209717869369218
39475,0xdf69,31.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,10,1.5725337265584898
39476,0xe1c,26.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,12.161512247315562
39477,0x6141,31.0,4.9,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,30,6.050551152414774
39478,0x2ef0,30.0,4.8,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,45,13.682048188118584
39479,0xabe1,24.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,15,10.867138301963886
39480,0x24d9,21.0,4.6,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,23,10.565278570390122
39481,0xabf5,23.0,4.9,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,13,1.5544249731931532
39482,0x4a5b,24.0,4.5,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,24,13.789485363080189
39483,0xad23,22.0,4.5,Sandstorms,Low,1,Meal,scooter,0.0,No,Urban,14,16.72253446731714
39484,0x2640,23.0,4.5,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,14,3.105363416973697
39485,0x2d6b,28.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,3.0,No,Metropolitian,43,12.4644226652383
39486,0x58f9,30.0,4.6,Sunny,High,2,Meal,electric_scooter,1.0,No,Metropolitian,18,1.5293705840606309
39487,0x3c8e,39.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,25,1.52998844527728
39488,0x7bfc,20.0,3.9,Sunny,High,0,Drinks,motorcycle,1.0,Yes,Metropolitian,53,6.209089325912427
39489,0xa66e,38.0,4.5,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,32,19.914688541861896
39490,0x131a,29.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,16.635798060885406
39491,0x11cc,23.0,4.9,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,20,12.117044368640626
39492,0x306a,24.0,4.9,Windy,Low,2,Drinks,scooter,,No,Urban,11,4.528570753833522
39493,0xe41,31.0,4.4,Cloudy,High,1,Snack,motorcycle,0.0,No,Metropolitian,33,6.11986671196581
39494,0xc9e0,29.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,1.513593364930383
39495,0x7f27,26.0,4.6,Sunny,Low,0,Snack,motorcycle,,No,Urban,29,19.364277132210358
39496,0x8db,,,,,3,Snack,electric_scooter,1.0,No,Metropolitian,27,13.610877575727713
39497,0xe21e,37.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27,4.579014167103544
39498,0xb53,20.0,4.3,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,35,12.099170987784424
39499,0xd61a,28.0,4.6,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,32,6.053660658430794
39500,0x8fa5,21.0,4.9,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,7.762092915028554
39501,0x4e96,25.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,10.725042643649202
39502,0x4a5,,,,,2,Snack,motorcycle,1.0,No,Metropolitian,33,1.5294841734467386
39503,0xea3,30.0,4.9,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,7.862668167467362
39504,0xa548,33.0,4.8,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,27,1.5526968770522136
39505,0x4be7,37.0,4.7,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,23,4.589834614028561
39506,0x4de6,23.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,23,10.867476143249354
39507,0x6822,33.0,3.6,Windy,Medium,2,Buffet,motorcycle,2.0,No,Urban,38,16.65996319003844
39508,0xa5c2,38.0,4.7,Stormy,Low,1,Meal,scooter,0.0,No,Urban,23,1.5293705840606309
39509,0x6f40,27.0,4.7,Windy,Jam,1,Meal,scooter,1.0,No,Urban,19,4.527973053858494
39510,0x1ce4,37.0,4.7,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,36,16.384366809208974
39511,0x73fd,25.0,5.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,7.790109178715557
39512,0x5121,33.0,4.9,Cloudy,Medium,0,Snack,motorcycle,2.0,Yes,Metropolitian,48,10.707675026292405
39513,0xd5b3,30.0,4.0,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,41,17.297865752893937
39514,0x4888,25.0,4.6,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,10.64192836626723
39515,0xaf7,35.0,4.6,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,4.527973053858494
39516,0x9cfc,32.0,4.2,Fog,Low,0,Buffet,motorcycle,1.0,No,,39,13.973760919222245
39517,0x97a3,37.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,12.418480499506252
39518,0x18a7,39.0,4.9,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,16,6.209735433790584
39519,0xd69,,,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,6.080882967543937
39520,0xdf0d,26.0,4.9,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36,4.717601091654031
39521,0x6e9,,,,,0,Drinks,motorcycle,1.0,No,Metropolitian,25,3.0188267879112627
39522,0xa7d,32.0,3.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,34,12.116946920624557
39523,0xa46a,33.0,5.0,Stormy,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,54,12.07514720395944
39524,0x427f,25.0,4.7,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,3.0645346585147153
39525,0xb04b,29.0,4.8,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Urban,22,9.314920531253232
39526,0xa1f7,24.0,5.0,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,34,9.075387359302276
39527,0xbc3f,28.0,4.8,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,20,6.128419378147772
39528,0x59b2,34.0,4.9,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,7.660316911888339
39529,0x9532,20.0,4.5,Fog,Low,1,Meal,scooter,0.0,,Urban,10,1.5526968770522136
39530,0x45ba,39.0,4.6,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,10.881731319268983
39531,0x1c61,38.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,12.464369458885084
39532,0xda4e,32.0,4.7,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,14.04566215918776
39533,0x2ffc,39.0,4.7,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,21,1.5545063763453175
39534,0xb2a4,35.0,4.3,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,42,17.074904296022552
39535,0xd82f,34.0,4.9,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,19,7.440983364786161
39536,0x98f6,20.0,4.8,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,14,9.191497300141702
39537,0xf15,27.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,15,16.38446703584503
39538,0x744,,,,,3,Snack,electric_scooter,1.0,No,Metropolitian,37,6.232189890673825
39539,0x419b,23.0,4.9,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,42,20.851598740030827
39540,0xe04e,39.0,4.8,Windy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,27,6.29013467758336
39541,0x9510,34.0,4.3,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Urban,39,10.880650831335046
39542,0x6ce1,22.0,5.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,16.38457427842868
39543,0x4847,21.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,18,4.560738018323442
39544,0x8215,31.0,4.9,Fog,Low,2,Drinks,scooter,0.0,No,Urban,15,1.5545063300123978
39545,0x26a9,37.0,5.0,Windy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,47,16.853524905826234
39546,0x8372,27.0,4.8,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,15,6.29013467758336
39547,0x2847,31.0,4.4,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,37,11.919755989130772
39548,0x77e,31.0,4.5,Fog,Jam,0,Snack,motorcycle,3.0,No,Semi-Urban,53,13.97213114314126
39549,0x687b,23.0,4.6,Sandstorms,Low,1,Snack,scooter,1.0,No,,17,12.293502674211775
39550,0x94ac,33.0,4.7,Fog,Jam,0,Drinks,motorcycle,,No,Metropolitian,30,4.657672650228106
39551,0x40ae,33.0,4.7,Stormy,Low,2,Buffet,scooter,0.0,No,,26,4.658255523836756
39552,0xbb1,20.0,4.1,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,36,10.867285240517937
39553,0xabc,,,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,19.665992611716245
39554,0xa2db,36.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,1.558099459086227
39555,0x9b97,21.0,4.5,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,29,10.707860128287583
39556,0xd849,37.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,49,5.952960450523483
39557,0x6c8a,35.0,4.9,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,30,6.050461888026898
39558,0x313e,29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,10.708220667174238
39559,0xae7b,30.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,49,8.938177476328208
39560,0x13b4,27.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,4.595393825255733
39561,0x6092,24.0,4.5,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,30,6.209532713867002
39562,0x3f4f,26.0,4.8,Fog,High,1,Drinks,scooter,1.0,No,Urban,22,3.0295246349519194
39563,0xb1b1,37.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,26,12.420345124010046
39564,0xb9ad,36.0,4.9,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,7.660692882317049
39565,0x15bb,33.0,3.8,Stormy,Medium,2,Buffet,scooter,1.0,No,,38,17.07649249559298
39566,0x9c7a,21.0,5.0,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,35,12.09925169802006
39567,0xd1ff,39.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,10.569590811410256
39568,0x5244,22.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,16.851738065938477
39569,0x15f3,36.0,4.2,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,32,6.14719451853426
39570,0x23c1,34.0,5.0,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,4.46916652242376
39571,0x3226,34.0,4.4,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,40,10.865866087612565
39572,0x6d03,30.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,9.174316773708496
39573,0x7cdf,30.0,4.8,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,3.0405415107650513
39574,0x93b4,20.0,4.7,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28,9.192119120992492
39575,0x226b,36.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,1.5544772794945223
39576,0x281e,36.0,4.1,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,7.862668167467362
39577,0xa6d2,32.0,4.8,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,18,12.236561539327266
39578,0x44f9,32.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,51,10.866277542361992
39579,0x320c,27.0,4.8,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,18,16.901828274256143
39580,0xc56,20.0,4.6,Cloudy,High,2,Snack,motorcycle,0.0,No,Metropolitian,20,1.5092307884616973
39581,0xae75,29.0,4.8,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,26,9.193520993626471
39582,0xc939,33.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,6.242456810744102
39583,0x7db8,28.0,4.5,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,23,12.162009006032273
39584,0x90a5,39.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Urban,15,19.688565914791827
39585,0x52d7,26.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,9.435201537103644
39586,0x8ab3,21.0,4.5,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,1.5203447251019993
39587,0x3304,28.0,4.5,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,15,19.688394563499163
39588,0xa865,26.0,4.9,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,18,12.161512247315562
39589,0x6c4,,,Sunny,Medium,2,Buffet,motorcycle,,No,Metropolitian,13,9.327055824494751
39590,0x66fe,36.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,29,13.989512053615803
39591,0x9405,35.0,5.0,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,33,7.660520124259219
39592,0xc281,26.0,4.8,Fog,Low,2,Drinks,motorcycle,0.0,No,Urban,15,9.435201537103644
39593,0x21d2,32.0,3.5,Cloudy,Low,1,Snack,motorcycle,2.0,No,Metropolitian,36,12.256927745686042
39594,0x9d77,28.0,4.9,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,37,14.022298282537264
39595,0xb4c6,34.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,34,5.958808071021072
39596,0x4853,21.0,4.8,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,23,9.34835641897669
39597,0xdb46,24.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,7.490130247665729
39598,0x1f7e,25.0,4.5,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,16.38489468674857
39599,0x1f1c,28.0,4.1,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,19.914688541861896
39600,0x6da5,32.0,3.9,Windy,Jam,2,Drinks,scooter,0.0,No,Urban,38,19.661019603216737
39601,0x2889,30.0,4.8,Windy,Jam,0,Snack,motorcycle,0.0,Yes,Metropolitian,50,19.879870677376758
39602,0x2560,20.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,4.717601091654031
39603,0x10ad,27.0,4.8,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,24,3.116147020119406
39604,0xd316,28.0,4.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,10.25493664663009
39605,0x2d42,22.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,23,6.232179267915433
39606,0x75bd,31.0,4.1,Sandstorms,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,42,20.853426491864234
39607,0x6a9e,23.0,4.6,Windy,Jam,2,Meal,scooter,,No,Metropolitian,17,9.315632086724323
39608,0x3d14,37.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,4.528162065222552
39609,0x24ba,21.0,4.9,Sunny,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,23,1.5321262819005874
39610,0xda4a,29.0,4.9,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,43,16.608175423249353
39611,0x1839,20.0,4.8,Sandstorms,High,2,Meal,scooter,1.0,No,Urban,27,3.0736336623539304
39612,0x1acd,35.0,4.7,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,24,7.448970151987273
39613,0xa9b1,33.0,4.4,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,6.147038743480679
39614,0x9f04,34.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,27,1.552782126854795
39615,0x7954,22.0,4.3,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,3.1046863676908707
39616,0x39a6,38.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21,4.587980157607705
39617,0x22e8,28.0,5.0,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,4.595940523632502
39618,0xbed2,33.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Urban,46,10.565128845456787
39619,0xe257,23.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,17,1.468765164181451
39620,0x45c8,27.0,4.8,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,15,4.61003560186968
39621,0x8c09,20.0,4.8,Stormy,Medium,2,Snack,electric_scooter,1.0,No,Urban,28,9.326603239448477
39622,0xde46,27.0,4.7,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,16,10.594892817990562
39623,0x8a74,30.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,3.0589506429001907
39624,0x843d,31.0,5.0,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,19.36342948175045
39625,0x2504,20.0,5.0,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,21,4.6581936074384656
39626,0xaaaa,33.0,3.6,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,37,19.883974328363298
39627,0x56ee,38.0,4.6,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,26,3.040790212162576
39628,0xc2b2,36.0,5.0,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20.28513652312386
39629,0xcb77,27.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,1.5606420791054287
39630,0x96f5,26.0,4.8,Stormy,Jam,2,Drinks,scooter,0.0,No,Urban,18,14.021812013253392
39631,0x8f1f,34.0,5.0,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,30,4.663187801750791
39632,0xb4aa,35.0,4.5,Fog,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,53,19.879870677376758
39633,0x8a87,35.0,4.9,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,7.7626338661583745
39634,0xda2a,28.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,26,13.73589774407278
39635,0x4b8e,32.0,4.7,Stormy,High,1,Drinks,motorcycle,0.0,No,Urban,28,6.217860689094804
39636,0x600b,35.0,4.7,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,25,12.256597748461688
39637,0xcd35,32.0,4.6,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,28,16.610926485262418
39638,0x71e2,36.0,4.6,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,26,9.122105539273315
39639,0x311f,31.0,4.7,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,19,4.561269431618071
39640,0x8799,31.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,54,12.257012193870096
39641,0x2888,25.0,4.7,Stormy,Jam,1,Snack,motorcycle,0.0,No,Urban,19,19.760178243295066
39642,0x9533,39.0,4.0,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,9.219783818006203
39643,0x711e,31.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,9.327055824494751
39644,0xa1e9,25.0,4.5,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,10,7.7718343024616505
39645,0x4b21,38.0,4.9,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,37,17.077471212855382
39646,0x32c5,,,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,15,1.5094817612111415
39647,0xbc45,23.0,4.4,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,17.297865752893937
39648,0x9967,20.0,4.8,Fog,Low,2,Meal,scooter,0.0,No,Urban,17,3.0406416222998804
39649,0xa3f3,22.0,4.0,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29,4.544211841103382
39650,0x9a07,28.0,4.7,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,19,9.312838467169481
39651,0x93e0,35.0,5.0,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,23,19.877439597665127
39652,0xcf5e,25.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,17.166659641229856
39653,0x793b,34.0,4.1,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,35,19.88336063154891
39654,0x1af8,29.0,4.7,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,23,13.78906644054204
39655,0xa4f3,27.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,17,4.5891245708677495
39656,0x2aa6,31.0,3.2,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,14.152800689506924
39657,0x5af0,23.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,29,4.5442674825976495
39658,0x5280,36.0,4.9,Cloudy,High,2,Drinks,scooter,0.0,No,Urban,27,6.14716055847898
39659,0xb1e4,23.0,4.8,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,16,6.2100611760488995
39660,0x8651,39.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Semi-Urban,54,11.917779612592485
39661,0xb149,33.0,4.6,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,9.193014471949267
39662,0xd393,23.0,4.1,Sunny,High,0,Drinks,motorcycle,0.0,No,Semi-Urban,48,6.29013467758336
39663,0xc20,24.0,5.0,Stormy,Jam,1,Meal,scooter,0.0,No,Urban,19,13.631449198537306
39664,0xdc44,38.0,4.9,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,28,19.627226055368325
39665,0x757a,37.0,5.0,Windy,Low,2,Drinks,scooter,0.0,No,Urban,19,17.07411611000032
